pais,año,valor,indicador,codigo,url_origen,fecha_descarga
Mexico,2023,111.735420288549,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2022,105.720624125765,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2021,99.09481491263,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2020,96.9237451881936,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2019,97.0358606795758,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2018,96.4612204576614,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2017,92.6493518556478,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Mexico,2016,91.3941924453661,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2024,124.623544414599,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2023,121.975084691173,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2022,124.119322949561,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2021,129.993736857913,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2020,119.854099046125,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2019,122.790350843591,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2018,132.156626658621,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2017,124.232520236388,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Peru,2016,119.654538672257,Suscripciones a telefonía móvil (por cada 100 personas),IT.CEL.SETS.P2,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/IT.CEL.SETS.P2?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2025,10713.2856869511,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2024,10310.5486973693,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2023,10377.5892792557,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2022,9281.33334441234,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2021,7972.5366498646,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2020,7074.19378337644,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2019,9029.83326681073,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2018,9300.66164923219,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2017,10080.5092819305,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Brazil,2016,8836.28652735657,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2025,17994.5911957485,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2024,16658.9652720351,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2023,17081.5180740049,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2022,15399.1044717559,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2021,16216.1840860289,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2020,13117.9930230086,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2019,14496.9345640362,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2018,15659.4808675628,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2017,14879.9086227187,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Chile,2016,13649.8520452803,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
Colombia,2025,8561.62091854449,PBI per cápita (US$ a precios actuales),NY.GDP.PCAP.CD,https://api.worldbank.org/v2/country/PER;CHL;COL;MEX;BRA/indicator/NY.GDP.PCAP.CD?format=json&date=2016:2026&per_page=500,2026-08-27
