periodo,valor,codigo,url_origen,fecha_descarga,hash_respuesta,indicador
Abr.2022,7.96465277256915,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
May.2022,8.09113893196794,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jun.2022,8.81263294388897,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jul.2022,8.74083491516008,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ago.2022,8.39798830340194,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Sep.2022,8.52985253634929,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Oct.2022,8.27519462737062,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Nov.2022,8.44722980234022,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Dic.2022,8.45916200000001,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ene.2023,8.66426700097408,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Feb.2023,8.64592356025242,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Mar.2023,8.40057400933134,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Abr.2023,7.9650458305066,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
May.2023,7.89388564823743,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jun.2023,6.46149699198863,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jul.2023,5.88160145590039,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ago.2023,5.57614720330122,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Sep.2023,5.04454594794186,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Oct.2023,4.34308132283159,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Nov.2023,3.63647512169549,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Dic.2023,3.23738256432406,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ene.2024,3.02392174826855,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Feb.2024,3.29406696032184,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Mar.2024,3.04504592593905,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Abr.2024,2.42207617792805,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
May.2024,2.00493835958688,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jun.2024,2.28538225698791,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jul.2024,2.1276637869709,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ago.2024,2.03409700303861,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Sep.2024,1.77501053596859,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Oct.2024,2.00918040984485,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Nov.2024,2.27199072148831,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Dic.2024,1.96630270142824,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ene.2025,1.85158283440667,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Feb.2025,1.4773290589483,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Mar.2025,1.27718026977924,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Abr.2025,1.65183401740204,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
May.2025,1.68666289219268,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jun.2025,1.69370904576716,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jul.2025,1.6888009685144,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ago.2025,1.10633077531991,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Sep.2025,1.35839342135424,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Oct.2025,1.35177475650182,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Nov.2025,1.36861256988846,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Dic.2025,1.50879973918667,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ene.2026,1.70091694832201,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Feb.2026,2.21416625767848,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Mar.2026,3.80454581291585,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Abr.2026,4.01414363472928,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
May.2026,3.90505240621645,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jun.2026,4.00890965651766,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Jul.2026,4.06515256208199,PN01273PM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01273PM/json/2020-1/2026-8/esp,2026-08-27,39de7831315b406c,IPC de Lima Metropolitana — variación % de los últimos 12 meses
Ene.2020,162.385738087125,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Feb.2020,161.698428179546,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Mar.2020,137.513514528,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Abr.2020,102.875343532707,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
May.2020,117.997641487312,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jun.2020,139.382064668287,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jul.2020,153.991673261532,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ago.2020,156.775163672638,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Sep.2020,162.247835266957,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Oct.2020,170.514293400219,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Nov.2020,170.513324971153,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Dic.2020,191.519405008399,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ene.2021,160.76619802336,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Feb.2021,155.519403928155,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Mar.2021,164.834993571958,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Abr.2021,164.492286036925,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
May.2021,175.343695357749,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jun.2021,172.012929904623,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jul.2021,174.499180150954,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ago.2021,175.606368609873,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Sep.2021,178.522991745203,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Oct.2021,178.646823045847,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Nov.2021,176.923593572592,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Dic.2021,195.423679290646,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ene.2022,165.705479352297,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Feb.2022,163.05925121915,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Mar.2022,171.273598108185,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Abr.2022,171.169961181518,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
May.2022,179.824800668156,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jun.2022,178.434872205517,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jul.2022,177.987942182027,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ago.2022,179.134712364663,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Sep.2022,182.374711989312,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Oct.2022,183.291728001538,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Nov.2022,180.809032415482,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Dic.2022,197.935840561143,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ene.2023,164.747248759875,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Feb.2023,162.489203079216,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Mar.2023,172.699133230943,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Abr.2023,172.353130034136,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
May.2023,177.719176835292,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jun.2023,177.192993277921,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jul.2023,176.179873816439,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ago.2023,179.244835514059,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Sep.2023,180.721017976619,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Oct.2023,182.041114444157,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Nov.2023,182.076781161936,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Dic.2023,196.064002329094,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ene.2024,167.763729071427,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Feb.2024,167.627777899434,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Mar.2024,171.991601943114,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Abr.2024,181.884033744884,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
May.2024,187.861455834207,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jun.2024,177.84964450269,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jul.2024,184.739893585405,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ago.2024,186.36135917895,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Sep.2024,187.029143584624,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Oct.2024,189.015297801315,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Nov.2024,190.055398147607,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Dic.2024,205.997040254343,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ene.2025,175.149836073771,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Feb.2025,172.37391304698,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Mar.2025,180.203241529788,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Abr.2025,184.247932889231,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
May.2025,191.660772020334,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jun.2025,186.635508640391,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Jul.2025,191.299345383626,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Ago.2025,192.259688760132,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Sep.2025,195.244586662391,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Oct.2025,196.909184390464,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Nov.2025,193.075763031832,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
Dic.2025,214.526622670965,PN01770AM,https://estadisticas.bcrp.gob.pe/estadisticas/series/api/PN01770AM/json/2020-1/2026-8/esp,2026-08-27,8e1044f78d29b613,Producto bruto interno — índice 2007 = 100
